pet,mascota,bèt kay,Haustier,animal de compagnie,حيوان أليف,애완 동물,домашний питомец
phase,fase,faz,Phase,phase,مرحلة,단계,фаза
phenomenon,fenómeno,fenomèn,Phänomen,phénomène,ظاهرة,현상,явление
philosophy,filosofía,filozofi,Philosophie,philosophie,فلسفة,철학,философия
phone,teléfono,telefòn,Telefon,téléphone,هاتف,핸드폰,телефон
photo,foto,foto,Foto,photo,صورة,사진,Фото
photograph,fotografía,foto,Foto,photographier,تصوير,사진,фотография
photographer,fotógrafo,fotograf,Fotograf,photographe,مصور فوتوغرافي,사진작가,фотограф
phrase,frase,fraz,Phrase,phrase,عبارة,구절,фраза
physical,físico,fizik,körperlich,physique,بدني,물리적,физический
physically,físicamente,fizikman,physisch,physiquement,جسديا,육체적으로,физически
physician,médico,doktè,Arzt,médecin,الطبيب المعالج,내과 의사,врач
piano,piano,pyano,Klavier,piano,بيانو,피아노,фортепиано
pick,elegir,chwazi,wählen,prendre,يختار,선택하다,выбирать
picture,imagen,foto,Bild,image,صورة,그림,картина
pie,tarta,tat,Kuchen,tarte,فطيرة,파이,пирог
piece,pedazo,moso,Stück,morceau,قطعة,조각,кусок
pile,montón,pil,Haufen,pile,كومة,말뚝,куча
pilot,piloto,pilòt,Pilot,pilote,طيار,조종사,пилот
pine,pino,pine,Kiefer,pin,صنوبر,소나무,сосна
pink,rosa,woz,Rosa,rose,لون القرنفل,분홍색,розовый
pipe,tubo,tiyo,Rohr,tuyau,يضخ,파이프,трубка
pitch,paso,anplasman,Tonhöhe,pas,يقذف,정점,подача
place,lugar,kote,Ort,lieu,مكان,장소,место
plan,plan,plan,planen,plan,يخطط,계획,план
plane,avión,avyon,Flugzeug,avion,طائرة,비행기,самолет
planet,planeta,planèt,Planet,planète,كوكب,행성,планета
planning,planificación,planifikasyon,Planung,planification,تخطيط,계획,планирование
plant,planta,plant,Anlage,usine,نبات,식물,растение
plastic,el plastico,plastik,Plastik,Plastique,بلاستيك,플라스틱,пластик
plate,lámina,plak,Platte,plaque,طبق,그릇,тарелка
platform,plataforma,platfòm,Plattform,plate-forme,منصة,플랫폼,Платформа
play,jugar,jwe,spielen,jouer,يلعب,놀다,играть
player,jugador,jwè,Spieler,joueur,لاعب,플레이어,игрок
please,por favor,tanpri,Bitte,s'il te plaît,لو سمحت,제발,пожалуйста
pleasure,placer,plezi,Vergnügen,plaisir,سرور,기쁨,удовольствие
plenty,infinidad,anpil,eine Menge,beaucoup,كثير,풍부한,множество
plot,trama,trase,Handlung,parcelle,حبكة,구성,сюжет
plus,más,plis,Plus,plus,زائد,...을 더한,плюс
PM,PM,PM,PN,MP,مساءً,오후,ВЕЧЕРА
pocket,bolsillo,pòch,Tasche,poche,جيب,포켓,карман
poem,poema,powèm,Gedicht,poème,قصيدة,시,стих
poet,poeta,powèt,Dichter,poète,شاعر,시인,поэт
poetry,poesía,pwezi,Poesie,poésie,شِعر,시,поэзия
point,punto,pwen,Punkt,indiquer,نقطة,가리키다,точка
pole,polo,poto,Pole,pôle,عمود,폴,полюс
police,policía,lapolis,Polizei,police,شرطة,경찰,полиция
policy,política,politik,Politik,politique,سياسة,정책,политика
political,político,politik,politisch,politique,سياسي,정치적인,политический
politically,políticamente,politikman,politisch,politiquement,سياسيا,정치상,политически
politician,político,politisyen,Politiker,politicien,سياسي,정치가,политик
politics,política,politik,Politik,politique,سياسة,정치,политика
poll,encuesta,biwo vòt,Umfrage,sondage,تصويت,투표,голосование
pollution,contaminación,polisyon,Verschmutzung,pollution,تلوث,오염,загрязнение
pool,piscina,pisin,Schwimmbad,piscine,حمام سباحة,수영장,бассейн
poor,pobre,pòv,arm,pauvre,فقير,가난한,бедный
pop,estallido,pòp,Pop,populaire,البوب,팝,поп
popular,popular,popilè,beliebt,populaire,شائع,인기 있는,популярный
population,población,popilasyon an,Bevölkerung,population,سكان,인구,Население
porch,porche,galri,Veranda,porche,رواق .. شرفة بيت ارضي,현관,порог
port,puerto,pò,Hafen,port,ميناء,포트,порт
portion,parte,pòsyon,Portion,portion,جزء,부분,часть
portrait,retrato,pòtrè,Porträt,portrait,لَوحَة,초상화,портрет
portray,retratar,montre,porträtieren,représenter,تصوير,그리다,изображать
pose,pose,poze,Pose,pose,أَثَار,포즈,поза
position,posición,pozisyon,Position,position,موضع,위치,позиция
positive,positivo,pozitif,positiv,positif,إيجابي,긍정적인,позитивный
possess,poseer,posede,besitzen,posséder,يمتلك,붙잡다,владеть
possibility,posibilidad,posibilite,Wahrscheinlichkeit,possibilité,إمكانية,가능성,возможность
possible,posible,posib,möglich,possible,ممكن,가능한,возможный
possibly,posiblemente,pètèt,möglicherweise,peut-être,ربما,혹시,возможно
post,correo,poste,Post,poste,بريد,우편,почта
pot,maceta,po,Topf,pot,وعاء,냄비,горшок
potato,papa,pòmdetè,Kartoffel,pomme de terre,البطاطس,감자,картофель
potential,potencial,potansyèl,Potenzial,potentiel,محتمل,잠재적인,потенциал
potentially,potencialmente,potansyèlman,möglicherweise,potentiellement,يحتمل,잠재적으로,потенциально
pound,libra,liv,Pfund,livre,جنيه,파운드,фунт
pour,verter,vide,gießen,verser,يصب,붓다,налить
poverty,pobreza,povrete,Armut,pauvreté,فقر,빈곤,бедность
powder,polvo,poud,Pulver,poudre,مسحوق,가루,пудра
power,fuerza,pouvwa,Leistung,pouvoir,قوة,힘,власть
powerful,poderoso,pwisan,mächtig,puissant,قوي,강한,мощный
practical,práctico,pratik,praktisch,pratique,عملي,현실적인,практичный
practice,práctica,pratik,üben,pratique,يمارس,관행,упражняться
pray,orar,lapriyè,beten,prier,يصلي,기도하다,молиться
prayer,oración,lapriyè,Gebet,prière,دعاء,기도,молитва
precisely,precisamente,jisteman,genau,précisément,بدقة,정확하게,именно так
predict,predecir,predi,vorhersagen,prédire,يتنبأ,예측하다,предсказывать
prefer,preferir,prefere,bevorzugen,préférer,يفضل,선호하다,предпочитать
preference,preferencia,preferans,Präferenz,préférence,التفضيل,선호,предпочтение
pregnancy,el embarazo,gwosès,Schwangerschaft,grossesse,حمل,임신,беременность
pregnant,embarazada,ansent,schwanger,enceinte,حامل,임신한,беременная
preparation,preparación,preparasyon,Vorbereitung,préparation,تحضير,준비,подготовка
prepare,preparar,prepare,vorbereiten,préparer,يحضر,준비하다,подготовить
prescription,prescripción,preskripsyon,Rezept,ordonnance,روشتة,처방,рецепт
presence,presencia,prezans,Gegenwart,présence,حضور,있음,присутствие
present,presente,prezan,gegenwärtig,présent,حاضر,현재의,подарок
presentation,presentación,prezantasyon,Präsentation,présentation,عرض تقديمي,프레젠테이션,презентация
preserve,preservar,prezève,bewahren,préserver,يحفظ,보존하다,сохранять
president,presidente,prezidan,Präsident,président,رئيس,대통령,президент
presidential,presidencial,prezidansyèl,präsidial,présidentiel,الرئاسية,대통령,президентский
press,prensa,peze,Drücken Sie,presse,يضعط,누르다,нажимать
pressure,presión,presyon,Druck,pression,ضغط,압력,давление
pretend,pretender,pran pòz,vorgeben,prétendre,يدّعي,~인 척하다,притворяться
pretty,bonito,bèl,hübsch,joli,جميل,예쁜,симпатичный
prevent,prevenir,anpeche,verhindern,prévenir,يمنع,예방하다,предотвращать
previous,anterior,anvan,vorherige,précédent,سابق,이전의,предыдущий
previously,previamente,deja,vorher,précédemment,سابقًا,이전에,ранее
price,precio,pri,Preis,prix,سعر,가격,цена
pride,orgullo,fyète,Stolz,fierté,فخر,자부심,гордость
priest,sacerdote,prèt,Priester,prêtre,كاهن,성직자,священник
primarily,ante todo,prensipalman,in erster Linie,principalement,بالدرجة الأولى,주로,в первую очередь
primary,primario,prensipal,primär,primaire,أساسي,주요한,начальный
prime,principal,premye,Primzahl,prime,رئيس الوزراء,초기,основной
principal,principal,direktè lekòl la,Rektor,principal,رئيسي,주요한,главный
principle,principio,prensip,Prinzip,principe,مبدأ,원칙,принцип
print,imprimir,enprime,drucken,imprimer,مطبعة,인쇄,Распечатать
prior,previo,anvan,vor,avant,قبل,이전의,прежний
priority,prioridad,priyorite,Priorität,priorité,أولوية,우선 사항,приоритет
prison,prisión,prizon,Gefängnis,prison,سجن,감옥,тюрьма
prisoner,prisionero,prizonye,Häftling,prisonnier,أسير,죄인,заключенный
privacy,privacidad,vi prive,Privatsphäre,confidentialité,خصوصية,은둔,конфиденциальность
private,privado,prive,Privat,privé,خاص,사적인,частный
probably,probablemente,pwobableman,wahrscheinlich,probablement,من المحتمل,아마,вероятно
problem,problema,pwoblèm,Problem,problème,مشكلة,문제,проблема
procedure,procedimiento,pwosedi,Verfahren,procédure,إجراء,절차,процедура
proceed,proceder,kontinye,fortfahren,procéder,يتابع,진행하다,продолжить
process,proceso,pwosesis,Verfahren,processus,عملية,프로세스,процесс
produce,producir,pwodui,produzieren,produire,ينتج,생산하다,производить
producer,productor,pwodiktè,Hersteller,producteur,منتج,생산자,режиссер
product,producto,pwodwi,Produkt,produit,منتج,제품,продукт
production,producción,pwodiksyon,Produktion,production,إنتاج,생산,производство
profession,profesión,pwofesyon,Beruf,profession,مهنة,직업,профессия
professional,profesional,pwofesyonèl,Fachmann,professionnel,احترافي,전문적인,профессиональный
professor,profesor,pwofesè,Professor,professeur,أستاذ,교수,профессор
profile,perfil,pwofil,Profil,profil,حساب تعريفي,프로필,профиль
profit,ganancia,pwofi,profitieren,profit,ربح,이익,выгода
program,programa,pwogram,Programm,programme,برنامج,프로그램,программа
progress,progreso,pwogrè,Fortschritt,progrès,تقدم,진전,прогресс
project,proyecto,pwojè,Projekt,projet,مشروع,프로젝트,проект
prominent,prominente,enpòtan,prominent,éminent,بارز,중요한,видный
promise,promesa,pwomès,versprechen,promesse,يعد,약속하다,обещать
promote,promover,ankouraje,fördern,promouvoir,يرقي,홍보하다,продвигать
prompt,inmediato,rapid,prompt,rapide,اِسْتَدْعَى,즉각적인,быстрый
proof,prueba,prèv,nachweisen,preuve,دليل,증거,доказательство
proper,adecuado,apwopriye,richtig,approprié,سليم,적절한,правильный
properly,adecuadamente,byen,richtig,correctement,على وجه صحيح,제대로,правильно
property,propiedad,pwopriyete,Eigentum,propriété,ملكية,재산,свойство
proportion,proporción,pwopòsyon,Anteil,proportion,حَجم,비율,пропорция
proposal,propuesta,pwopozisyon,Vorschlag,proposition,عرض,제안,предложение
propose,proponer,pwopoze,vorschlagen,proposer,اقترح,제안하다,предлагать
proposed,propuesto,pwopoze,vorgeschlagen,proposé,مقترح,제안,предложенный
prosecutor,fiscal,pwosekitè,Staatsanwalt,procureur,المدعي العام,고발자,прокурор
prospect,prospecto,pwospè,Aussicht,perspective,احتمال,전망,перспектива
protect,proteger,pwoteje,schützen,protéger,يحمي,보호하다,защищать
protection,proteccion,pwoteksyon,Schutz,protection,حماية,보호,защита
protein,proteína,pwoteyin,Eiweiß,protéine,بروتين,단백질,белок
protest,protesta,pwotestasyon,Protest,manifestation,يعترض,항의,акция протеста
proud,orgulloso,fyè,stolz,fier,فخور,자랑스러운,гордый
prove,probar,pwouve,beweisen,prouver,يثبت,입증하다,доказывать
provide,proporcionar,bay,bieten,fournir,يمد,제공하다,предоставлять
provider,proveedor,founisè,Anbieter,fournisseur,مزود,공급자,поставщик
province,provincia,pwovens,Provinz,province,مقاطعة,주,провинция
provision,disposición,pwovizyon,Bestimmung,disposition,رزق,공급,обеспечение
psychological,psicológico,sikolojik,psychologisch,psychologique,نفسي,심리적,психологический
