otherwise,de lo contrario,otreman,ansonsten,sinon,khilaf dhalik,geuleohji anh-eumyeon,v protivnom sluchaye
ought,debería,dwe,sollte,devrait,yanbaghi,yeong,dolzhen
our,nuestro,nou,unser,notre,malikna,uliui,nash
ourselves,nosotros mismos,tèt nou,uns selbst,nous-mêmes,anfusuna,uli seuseulo,my sami
out,afuera,soti,aus,dehors,kharij,bakk-eulo,vne
outcome,resultado,rezilta,Ergebnis,résultat,hasila,gyeolgwa,iskhod
outside,afuera,deyò,draußen,dehors,alkharij,bakk-ui,snaruzhi
oven,horno,fou,Ofen,four,furan,obeun,pech'
over,encima,sou,über,sur,ziada,~ wie,nad
overall,en general,an jeneral,gesamt,dans l'ensemble,iijmaliun,jeonbanjeog-in,obshchiy
overcome,superar,simonte,überwinden,surmonter,yaghlub,geugboghada,preodolet'
overlook,pasar por alto,neglije,übersehen,négliger,tutilu,gangwahada,ignorirovat'
owe,deber,dwe,verdanken,devoir,yudin,bij-jida,byt' dolzhnym
own,propio,pwòp,eigen,propre,milk,soyuhada,sobstvennyy
owner,dueño,pwopriyetè,Eigentümer,propriétaire,malik,soyuja,vladelets
pace,paso,vitès,Tempo,rythme,khutwa,sogdo,shag
pack,embalar,pake,Pack,paquet,ealia,paeg,paket
package,paquete,pake,Paket,emballer,tard,paekiji,upakovka
page,página,paj,Seite,page,safha,peiji,stranitsa
pain,dolor,doulè,Schmerz,douleur,alam,tongjeung,bol'
painful,doloroso,douloure,schmerzlich,douloureux,mulim,goeloun,boleznennyy
paint,pintar,penti,malen,peinture,tila',peinteu,kraska
painter,pintor,pent,Maler,peintre,dihan,hwaga,khudozhnik
painting,cuadro,penti,Malerei,peinture,talwin,geulim,risovaniye
pair,par,pè,Paar,paire,zawj,ssang,para
pale,pálido,pal,blass,pâle,baht,changbaeghan,blednyy
Palestinian,palestino,Palestinyen,palästinensisch,palestinien,filastiniun,palleseutain salam,palestinskiy
palm,palmera,palmis,Palme,palmier,nakhl,sonbadag,ladon'
pan,cacerola,chodyè,Pfanne,poêle,miqla,paen,kastryulya
panel,panel,panèl,Panel,panneau,lawha,paeneol,panel'
pant,pantalón,pantalon,keuchen,haleter,yalhath,baji,bryuki
paper,papel,papye,Papier,papier,waraq,jong-i,bumaga
parent,padre,paran,Elternteil,parent,al'abawayn,bumoui,roditel'
park,parque,pak,Park,parc,hadiqa,gong-won,park
parking,estacionamiento,pakin,Parken,parking,mawqif sayaarat,jucha,stoyanka
part,parte,pati,Teil,partie,juz',bubun,chast'
participant,partícipe,patisipan,Teilnehmer,participant,musharik,chamgaja,uchastnik
participate,participar,patisipe,teilnehmen,participer,yusharik,chamgahada,uchastvovat'
participation,participación,patisipasyon,Beteiligung,participation,musharaka,cham-yeo,uchastiye
particular,particular,patikilye,besondere,particulier,khasun,teugjeonghan,osobyy
particularly,particularmente,patikilyèman,insbesondere,particulièrement,khswsan,teughi,osobenno
partly,parcialmente,an pati,teilweise,partiellement,juzyiyana,bubunjeog-eulo,chastichno
partner,pareja,patnè,Partner,partenaire,sharik,pateuneo,partner
partnership,camaradería,patenarya,Partnerschaft,Partenariat,shiraka,hyeoblyeog gwangye,partnerstvo
party,fiesta,pati,Party,faire la fête,hizb,pati,vecherinka
pass,aprobar,pase,passieren,passer,yamuru,tong-gwahada,prokhodit'
passage,paso,pasaj,Passage,passage,mamarun,tonglo,prokhod
passenger,pasajero,pasaje,Passagier,passager,rakib,seung-gaeg,passazhir
passion,pasión,pasyon,Hingabe,passion,eatifa,yeoljeong,strast'
past,pasado,sot pase,Vergangenheit,passé,madi,gwageo,proshloye
patch,parche,plak,Patch,correctif,ruqea,banjeom,plastyr'
path,camino,chemen,Weg,chemin,tariq,gil,put'
patient,paciente,pasyan,geduldig,patient,marid,innaesim issneun,patsiyent
pattern,patrón,modèl,Muster,modèle,namat,munui,shablon
pause,pausa,pran yon poz,Pause,pause,yuqif,jeongjisikida,Pauza
pay,pagar,peye,zahlen,payer,yadfae,jibulhada,platit'
payment,pago,peman,Zahlung,paiement,qist,jibul,oplata
PC,ordenador personal,PC,PC,PC,alkumbiutar,PC,PK
peace,paz,lapè,Frieden,paix,salam,pyeonghwa,mir
peak,cima,pik,Gipfel,culminer,qima,jeongjeom,vershina gory
peer,par,kanmarad,Peer,pair,nazir,ttolae,vglyadet'sya
penalty,multa,penalite,Strafe,peine,jaza',paeneolti,shtraf
people,gente,moun,Menschen,personnes,alnaas,salamdeul,lyudi
pepper,pimienta,pwav,Pfeffer,poivre,alfilfil,huchu,perets
per,por,pou chak,pro,par,likuli,dang,za
perceive,percibir,wè,wahrnehmen,percevoir,yatasawar,gamjihada,vosprinimat'
percentage,porcentaje,pousantaj,Prozentsatz,pourcentage,nisbat miawia,baegbun-yul,protsent
perception,percepción,pèsepsyon,Wahrnehmung,perception,tasawar,jigag,vospriyatiye
perfect,perfecto,pafè,perfekt,parfait,mumtaz,wanbyeoghan,ideal'nyy
perfectly,perfectamente,parfe,perfekt,à la perfection,tamaman,aju,v sovershenstve
perform,llevar a cabo,fè,ausführen,effectuer,yuadiy,gong-yeonhada,vypolnyat'
performance,actuación,pèfòmans,Leistung,performance,ada',seongneung,proizvoditel'nost'
perhaps,tal vez,petèt,vielleicht,peut-être,rubama,amado,vozmozhno
period,período,peryòd,Zeitraum,période,fatra,gigan,period
permanent,permanente,pèmanan,dauerhaft,permanent,dayim,yeong-gujeog-in,postoyannyy
permission,permiso,pèmisyon,Erlaubnis,autorisation,iidhan,heoga,razresheniye
permit,permiso,pèmi,erlauben,permis,yasmah,heoyonghada,razreshat'
person,persona,moun,Person,personne,shakhs,salam,chelovek
personal,personal,pèsonèl,persönlich,personnel,shakhsi,gaein-ui,lichnyy
personality,personalidad,pèsonalite,Persönlichkeit,personnalité,shakhsia,seong-gyeog,lichnost'
personally,personalmente,pèsonèlman,persönlich,personnellement,shakhsiana,momso,lichno
personnel,personal,pèsonèl,Personal,personnel,shuuwn almuazafin,in-won,personal
perspective,perspectiva,pèspektiv,Perspektive,perspective,wijhat nazar,gwanjeom,perspektiva
persuade,persuadir,konvenk,überreden,persuader,yuqnie,seoldeughada,ubezhdat'
pet,mascota,bèt kay,Haustier,animal de compagnie,hayawan 'alif,aewan dongmul,domashniy pitomets
phase,fase,faz,Phase,phase,marhala,dangye,faza
phenomenon,fenómeno,fenomèn,Phänomen,phénomène,zahira,hyeonsang,yavleniye
philosophy,filosofía,filozofi,Philosophie,philosophie,falsafa,cheolhag,filosofiya
phone,teléfono,telefòn,Telefon,téléphone,hatif,haendeupon,telefon
photo,foto,foto,Foto,photo,sura,sajin,Foto
photograph,fotografía,foto,Foto,photographier,taswir,sajin,fotografiya
photographer,fotógrafo,fotograf,Fotograf,photographe,musawir futughrafiun,sajinjagga,fotograf
phrase,frase,fraz,Phrase,phrase,eibara,gujeol,fraza
physical,físico,fizik,körperlich,physique,badaniun,mullijeog,fizicheskiy
physically,físicamente,fizikman,physisch,physiquement,jasadiana,yugchejeog-eulo,fizicheski
physician,médico,doktè,Arzt,médecin,altabib almuealij,naegwa uisa,vrach
piano,piano,pyano,Klavier,piano,byanu,piano,fortepiano
pick,elegir,chwazi,wählen,prendre,yakhtar,seontaeghada,vybirat'
picture,imagen,foto,Bild,image,sura,geulim,kartina
pie,tarta,tat,Kuchen,tarte,fatira,pai,pirog
piece,pedazo,moso,Stück,morceau,qitea,jogag,kusok
pile,montón,pil,Haufen,pile,kuma,malttug,kucha
pilot,piloto,pilòt,Pilot,pilote,tayaar,jojongsa,pilot
pine,pino,pine,Kiefer,pin,sanawbar,sonamu,sosna
pink,rosa,woz,Rosa,rose,lawn alqaranful,bunhongsaeg,rozovyy
pipe,tubo,tiyo,Rohr,tuyau,yadakhu,paipeu,trubka
pitch,paso,anplasman,Tonhöhe,pas,yaqdhif,jeongjeom,podacha
place,lugar,kote,Ort,lieu,makan,jangso,mesto
plan,plan,plan,planen,plan,yukhatat,gyehoeg,plan
plane,avión,avyon,Flugzeug,avion,tayira,bihaeng-gi,samolet
planet,planeta,planèt,Planet,planète,kawkab,haengseong,planeta
planning,planificación,planifikasyon,Planung,planification,takhtit,gyehoeg,planirovaniye
plant,planta,plant,Anlage,usine,nabat,sigmul,rasteniye
plastic,el plastico,plastik,Plastik,Plastique,blastik,peullaseutig,plastik
plate,lámina,plak,Platte,plaque,tabaq,geuleus,tarelka
platform,plataforma,platfòm,Plattform,plate-forme,minasa,peullaespom,Platforma
play,jugar,jwe,spielen,jouer,yaleab,nolda,igrat'
player,jugador,jwè,Spieler,joueur,laeib,peulleieo,igrok
please,por favor,tanpri,Bitte,s'il te plaît,law samaht,jebal,pozhaluysta
pleasure,placer,plezi,Vergnügen,plaisir,surur,gippeum,udovol'stviye
plenty,infinidad,anpil,eine Menge,beaucoup,kathir,pungbuhan,mnozhestvo
plot,trama,trase,Handlung,parcelle,habka,guseong,syuzhet
plus,más,plis,Plus,plus,zayid,...eul deohan,plyus
PM,PM,PM,PN,MP,msa'an,ohu,VECHERA
pocket,bolsillo,pòch,Tasche,poche,jyb,pokes,karman
poem,poema,powèm,Gedicht,poème,qasida,si,stikh
poet,poeta,powèt,Dichter,poète,shaeir,siin,poet
poetry,poesía,pwezi,Poesie,poésie,shier,si,poeziya
point,punto,pwen,Punkt,indiquer,nuqta,galikida,tochka
pole,polo,poto,Pole,pôle,eamuwd,pol,polyus
police,policía,lapolis,Polizei,police,shurta,gyeongchal,politsiya
policy,política,politik,Politik,politique,siasa,jeongchaeg,politika
political,político,politik,politisch,politique,siasiun,jeongchijeog-in,politicheskiy
politically,políticamente,politikman,politisch,politiquement,siasiana,jeongchisang,politicheski
politician,político,politisyen,Politiker,politicien,siasiun,jeongchiga,politik
politics,política,politik,Politik,politique,siasa,jeongchi,politika
poll,encuesta,biwo vòt,Umfrage,sondage,taswit,tupyo,golosovaniye
pollution,contaminación,polisyon,Verschmutzung,pollution,talawuth,oyeom,zagryazneniye
pool,piscina,pisin,Schwimmbad,piscine,hamaam sibaha,suyeongjang,basseyn
poor,pobre,pòv,arm,pauvre,faqir,gananhan,bednyy
pop,estallido,pòp,Pop,populaire,albub,pab,pop
popular,popular,popilè,beliebt,populaire,shayie,ingi issneun,populyarnyy
population,población,popilasyon an,Bevölkerung,population,sukaan,ingu,Naseleniye
porch,porche,galri,Veranda,porche,ruaq .. shurfat bayt ardi,hyeongwan,porog
port,puerto,pò,Hafen,port,mina',poteu,port
portion,parte,pòsyon,Portion,portion,juz',bubun,chast'
portrait,retrato,pòtrè,Porträt,portrait,lawha,chosanghwa,portret
portray,retratar,montre,porträtieren,représenter,taswir,geulida,izobrazhat'
pose,pose,poze,Pose,pose,athar,pojeu,poza
position,posición,pozisyon,Position,position,mawdie,wichi,pozitsiya
positive,positivo,pozitif,positiv,positif,iijabiun,geungjeongjeog-in,pozitivnyy
possess,poseer,posede,besitzen,posséder,yamtalik,butjabda,vladet'
possibility,posibilidad,posibilite,Wahrscheinlichkeit,possibilité,iimkania,ganeungseong,vozmozhnost'
possible,posible,posib,möglich,possible,mumkin,ganeunghan,vozmozhnyy
possibly,posiblemente,pètèt,möglicherweise,peut-être,rubama,hogsi,vozmozhno
post,correo,poste,Post,poste,barid,upyeon,pochta
pot,maceta,po,Topf,pot,wiea'an,naembi,gorshok
potato,papa,pòmdetè,Kartoffel,pomme de terre,albatatis,gamja,kartofel'
potential,potencial,potansyèl,Potenzial,potentiel,muhtamal,jamjaejeog-in,potentsial
potentially,potencialmente,potansyèlman,möglicherweise,potentiellement,yahtamil,jamjaejeog-eulo,potentsial'no
pound,libra,liv,Pfund,livre,junayh,paundeu,funt
pour,verter,vide,gießen,verser,yasubu,busda,nalit'
poverty,pobreza,povrete,Armut,pauvreté,faqar,bingon,bednost'
powder,polvo,poud,Pulver,poudre,mashuq,galu,pudra
power,fuerza,pouvwa,Leistung,pouvoir,qua,him,vlast'
powerful,poderoso,pwisan,mächtig,puissant,qawiun,ganghan,moshchnyy
practical,práctico,pratik,praktisch,pratique,eamali,hyeonsiljeog-in,praktichnyy
practice,práctica,pratik,üben,pratique,yumaris,gwanhaeng,uprazhnyat'sya
pray,orar,lapriyè,beten,prier,yusaliy,gidohada,molit'sya
prayer,oración,lapriyè,Gebet,prière,duea',gido,molitva
precisely,precisamente,jisteman,genau,précisément,bidiqa,jeonghwaghage,imenno tak
predict,predecir,predi,vorhersagen,prédire,yatanabaa,yecheughada,predskazyvat'
prefer,preferir,prefere,bevorzugen,préférer,yufadal,seonhohada,predpochitat'
preference,preferencia,preferans,Präferenz,préférence,altafdil,seonho,predpochteniye
pregnancy,el embarazo,gwosès,Schwangerschaft,grossesse,humil,imsin,beremennost'
pregnant,embarazada,ansent,schwanger,enceinte,hamil,imsinhan,beremennaya
preparation,preparación,preparasyon,Vorbereitung,préparation,tahdir,junbi,podgotovka
prepare,preparar,prepare,vorbereiten,préparer,yahdur,junbihada,podgotovit'
prescription,prescripción,preskripsyon,Rezept,ordonnance,rushta,cheobang,retsept
presence,presencia,prezans,Gegenwart,présence,hudur,iss-eum,prisutstviye
present,presente,prezan,gegenwärtig,présent,hadir,hyeonjaeui,podarok
presentation,presentación,prezantasyon,Präsentation,présentation,eard taqdimi,peulejenteisyeon,prezentatsiya
preserve,preservar,prezève,bewahren,préserver,yahfaz,bojonhada,sokhranyat'
president,presidente,prezidan,Präsident,président,rayiys,daetonglyeong,prezident
presidential,presidencial,prezidansyèl,präsidial,présidentiel,alriyasia,daetonglyeong,prezidentskiy
press,prensa,peze,Drücken Sie,presse,yadeat,nuleuda,nazhimat'
pressure,presión,presyon,Druck,pression,daght,ablyeog,davleniye
pretend,pretender,pran pòz,vorgeben,prétendre,yddey,~in cheoghada,pritvoryat'sya
pretty,bonito,bèl,hübsch,joli,jamil,yeppeun,simpatichnyy
prevent,prevenir,anpeche,verhindern,prévenir,yumnae,yebanghada,predotvrashchat'
previous,anterior,anvan,vorherige,précédent,sabiq,ijeon-ui,predydushchiy
previously,previamente,deja,vorher,précédemment,sabqan,ijeon-e,raneye
price,precio,pri,Preis,prix,sier,gagyeog,tsena
pride,orgullo,fyète,Stolz,fierté,fakhar,jabusim,gordost'
priest,sacerdote,prèt,Priester,prêtre,kahin,seongjigja,svyashchennik
primarily,ante todo,prensipalman,in erster Linie,principalement,bialdarajat al'uwlaa,julo,v pervuyu ochered'
primary,primario,prensipal,primär,primaire,asasiun,juyohan,nachal'nyy
prime,principal,premye,Primzahl,prime,rayiys alwuzara',chogi,osnovnoy
principal,principal,direktè lekòl la,Rektor,principal,rayiysiun,juyohan,glavnyy
principle,principio,prensip,Prinzip,principe,mabda,wonchig,printsip
print,imprimir,enprime,drucken,imprimer,matbaea,inswae,Raspechatat'
prior,previo,anvan,vor,avant,qabl,ijeon-ui,prezhniy
priority,prioridad,priyorite,Priorität,priorité,awlawia,useon sahang,prioritet
prison,prisión,prizon,Gefängnis,prison,sujin,gam-og,tyur'ma
prisoner,prisionero,prizonye,Häftling,prisonnier,asir,joein,zaklyuchennyy
privacy,privacidad,vi prive,Privatsphäre,confidentialité,khususia,eundun,konfidentsial'nost'
private,privado,prive,Privat,privé,khasun,sajeog-in,chastnyy
probably,probablemente,pwobableman,wahrscheinlich,probablement,min almuhtamal,ama,veroyatno
problem,problema,pwoblèm,Problem,problème,mushkila,munje,problema
procedure,procedimiento,pwosedi,Verfahren,procédure,iijra',jeolcha,protsedura
proceed,proceder,kontinye,fortfahren,procéder,yutabie,jinhaenghada,prodolzhit'
process,proceso,pwosesis,Verfahren,processus,eamalia,peuloseseu,protsess
produce,producir,pwodui,produzieren,produire,yantaj,saengsanhada,proizvodit'
producer,productor,pwodiktè,Hersteller,producteur,muntij,saengsanja,rezhisser
product,producto,pwodwi,Produkt,produit,muntij,jepum,produkt
production,producción,pwodiksyon,Produktion,production,iintaj,saengsan,proizvodstvo
profession,profesión,pwofesyon,Beruf,profession,mihna,jig-eob,professiya
professional,profesional,pwofesyonèl,Fachmann,professionnel,ahtirafiun,jeonmunjeog-in,professional'nyy
professor,profesor,pwofesè,Professor,professeur,ustadh,gyosu,professor
profile,perfil,pwofil,Profil,profil,hisab taerifiun,peulopil,profil'
profit,ganancia,pwofi,profitieren,profit,rabih,iig,vygoda
program,programa,pwogram,Programm,programme,barnamaj,peulogeulaem,programma
progress,progreso,pwogrè,Fortschritt,progrès,taqadum,jinjeon,progress
project,proyecto,pwojè,Projekt,projet,mashrue,peulojegteu,proyekt
prominent,prominente,enpòtan,prominent,éminent,bariz,jung-yohan,vidnyy
promise,promesa,pwomès,versprechen,promesse,yueadu,yagsoghada,obeshchat'
promote,promover,ankouraje,fördern,promouvoir,yarqi,hongbohada,prodvigat'
prompt,inmediato,rapid,prompt,rapide,aistadeaa,jeuggagjeog-in,bystryy
proof,prueba,prèv,nachweisen,preuve,dalil,jeung-geo,dokazatel'stvo
proper,adecuado,apwopriye,richtig,approprié,salim,jeogjeolhan,pravil'nyy
properly,adecuadamente,byen,richtig,correctement,ealaa wajh sahih,jedaelo,pravil'no
property,propiedad,pwopriyete,Eigentum,propriété,milkia,jaesan,svoystvo
proportion,proporción,pwopòsyon,Anteil,proportion,hajm,biyul,proportsiya
proposal,propuesta,pwopozisyon,Vorschlag,proposition,eird,jean,predlozheniye
propose,proponer,pwopoze,vorschlagen,proposer,aiqtarah,jeanhada,predlagat'
proposed,propuesto,pwopoze,vorgeschlagen,proposé,muqtarah,jean,predlozhennyy
prosecutor,fiscal,pwosekitè,Staatsanwalt,procureur,almudaei aleamu,gobalja,prokuror
prospect,prospecto,pwospè,Aussicht,perspective,aihtimal,jeonmang,perspektiva
protect,proteger,pwoteje,schützen,protéger,yahmi,bohohada,zashchishchat'
protection,proteccion,pwoteksyon,Schutz,protection,himaya,boho,zashchita
protein,proteína,pwoteyin,Eiweiß,protéine,brutin,danbaegjil,belok
protest,protesta,pwotestasyon,Protest,manifestation,yaetarid,hang-ui,aktsiya protesta
proud,orgulloso,fyè,stolz,fier,fakhur,jalangseuleoun,gordyy
prove,probar,pwouve,beweisen,prouver,yathbit,ibjeunghada,dokazyvat'
provide,proporcionar,bay,bieten,fournir,yamudu,jegonghada,predostavlyat'
provider,proveedor,founisè,Anbieter,fournisseur,muzawad,gong-geubja,postavshchik
province,provincia,pwovens,Provinz,province,muqataea,ju,provintsiya
provision,disposición,pwovizyon,Bestimmung,disposition,rizq,gong-geub,obespecheniye
psychological,psicológico,sikolojik,psychologisch,psychologique,nafsi,simlijeog,psikhologicheskiy
psychologist,psicólogo,sikològ,Psychologe,psychologue,altabib alnafsiu,simlihagja,psikholog
psychology,psicología,sikoloji,Psychologie,psychologie,eilm alnafs,simlihag,psikhologiya
public,público,piblik,öffentlich,publique,eam,gong-gong-ui,obshchestvennyy
publication,publicación,piblikasyon,Veröffentlichung,publication,alnashr,chulpan,publikatsiya
publicly,en público,piblikman,öffentlich,publiquement,ealania,gong-gaejeog-eulo,publichno
publish,publicar,pibliye,veröffentlichen,publier,yanshar,chulpanhada,publikovat'
publisher,editor,Piblikatè,Herausgeber,éditeur,alnaashir,balhaengja,izdatel'
pull,jalar,rale,ziehen,tirer,yahdhab,dang-gida,tyanut'
punishment,castigo,pinisyon,Bestrafung,Châtiment,eiqab,cheobeol,nakazaniye
purchase,compra,achte,kaufen,achat,shira',gu-ib,pokupka
pure,puro,pi bon kalite,rein,pur,naqi,sunsuhan,chistyy
purpose,objetivo,objektif,Zweck,but,ghaya,mogjeog,tsel'
pursue,buscar,pouswiv,verfolgen,poursuivre,yataharaa,chuguhada,presledovat'
push,empujar,pouse,drücken,pousser,yadfae,pusi,tolkat'
put,poner,mete,setzen,mettre,yadae,nohda,pomeshchat'
qualify,calificar,kalifye,qualifizieren,qualifier,muahal,jagyeog-eul gajchuda,kvalifitsirovat'sya
quality,calidad,bon jan kalite,Qualität,qualité,jwda,pumjil,kachestvo
quarter,cuarto,trimès,Quartal,quart,rube,4bun-ui 1,chetvert'
quarterback,jugador de ataque,quarterback,Quarterback,stratège,qurtiribk,kwoteobaeg,zashchitnik
question,pregunta,kesyon,Frage,question,sual,jilmun,vopros
quick,rápido,rapid,schnell,rapide,sarie,ppaleun,bystryy
quickly,rápidamente,byen vit,schnell,rapidement,bisurea,ppaleuge,bystro
quiet,tranquilo,trankil,ruhig,calme,hadi,joyonghan,tikhiy
quietly,en silencio,dousman,ruhig,tranquillement,bihudu',joyonghi,tikho
quit,abandonar,kite,aufhören,quitter,yatrak,geumanduda,pokidat'
quite,bastante,byen,ganz,assez,tmaman,sangdanghi,dovol'no
quote,cita,quote,Zitat,citation,yaqtabis,in-yonghada,tsitirovat'
race,carrera,ras,Wettrennen,course,sibaq,gyeongju,rasa
racial,racial,rasyal,rassisch,racial,eirqi,injong,rasovyy
radical,radical,radikal,Radikale,radical,mutatarif,geunbonjeog-in,radikal'nyy
radio,radio,radyo,Radio,radio,midhyae,ladio,radio
rail,carril,ray,Schiene,rail,sikat hadidia,leil,rel's
rain,lluvia,lapli,Regen,pluie,matar,bi,dozhd'
raise,aumentar,leve,erheben,augmenter,yarfae,deul-eoollida,podnimat'
range,rango,ranje,Reichweite,gamme,yatarawah,beom-wi,diapazon
rank,rango,ran,Rang,rang,rutba,gyegeub,klassifitsirovat'
rapid,rápido,rapid,schnell,rapide,sarie,ppaleun,stremitel'nyy
rapidly,rápidamente,rapidman,schnell,rapidement,bisurea,geubsoghi,bystro
rare,extraño,ra,selten,rare,nadir,huigwihan,redkiy
rarely,casi nunca,raman,selten,rarement,nadran,deumulge,redko
